"","band","sex","age","ch"
"2643",102875290,5,1,"0100000"
"2644",102875291,5,1,"0100000"
"2645",102875292,4,1,"0100000"
"2646",102875293,5,1,"0101000"
"2647",102875294,5,1,"0100000"
"2648",102875295,4,1,"0100000"
"2649",102875296,5,1,"0100000"
"2650",102875297,4,1,"0100000"
"2651",102875298,4,1,"0100000"
"2652",102875299,5,1,"0100000"
"2653",102875300,4,1,"0100000"
"2654",102875301,5,1,"0100000"
"2655",102875302,4,1,"0100000"
"2656",102875303,4,1,"0101000"
"2657",102875304,4,1,"0100000"
"2658",102875305,4,1,"0100000"
"2659",102875306,4,1,"0100000"
"2660",102875307,4,1,"0100000"
"2661",102875308,5,1,"0100000"
"2662",102875309,5,1,"0100000"
"2663",102875310,5,1,"0100000"
"2664",102875311,5,4,"0100000"
"2665",102875312,5,4,"0100000"
"2666",102875313,5,4,"0101000"
"2667",102875314,4,4,"0100000"
"2668",102875315,5,4,"0100000"
"2669",102875316,5,4,"0100000"
"2670",102875317,4,4,"0100000"
"2671",102875318,4,4,"0100000"
"2672",102875319,4,1,"0100000"
"2673",102875320,5,1,"0100000"
"2674",102875321,5,1,"0100000"
"2675",102875322,5,1,"0100000"
"2676",102875323,4,1,"0100000"
"2677",102875324,5,1,"0100000"
"2678",102875325,4,1,"0100000"
"2679",102875326,5,1,"0100000"
"2680",102875327,5,1,"0100000"
"2681",102875328,4,1,"0100000"
"2682",102875329,4,1,"0100000"
"2683",102875330,5,4,"0110000"
"2684",102875331,4,1,"0100000"
"2685",102875332,5,4,"0100000"
"2686",102875333,5,4,"0100000"
"2687",102875334,4,4,"0100000"
"2688",102875335,4,4,"0100000"
"2689",102875336,4,4,"0100000"
"2690",102875337,4,4,"0101000"
"2691",102875338,4,1,"0100100"
"2692",102875339,5,4,"0100000"
"2693",102875340,4,1,"0100000"
"2694",102875341,5,4,"0100000"
"2695",102875342,5,4,"0100000"
"2696",102875343,4,1,"0100000"
"2697",102875344,5,4,"0100000"
"2698",102875345,4,4,"0100000"
"2699",102875346,4,1,"0100000"
"2700",102875347,5,1,"0100000"
"2701",102875348,5,1,"0100000"
"2702",102875349,5,4,"0100000"
"2703",102875350,5,4,"0100000"
"2704",102875351,4,1,"0110000"
"2705",102875352,5,4,"0101000"
"2706",102875353,4,1,"0100000"
"2707",102875354,5,1,"0101000"
"2708",102875355,4,1,"0110000"
"2709",102875356,5,1,"0101000"
"2710",102875357,4,4,"0100100"
"2711",102875358,4,1,"0101000"
"2712",102875359,4,1,"0100000"
"2713",102875360,4,4,"0100000"
"2714",102875361,5,1,"0100000"
"2715",102875362,4,4,"0100000"
"2716",102875363,4,1,"0100000"
"2717",102875364,5,4,"0100000"
"2718",102875365,5,1,"0100000"
"2719",102875366,5,1,"0101000"
"2720",102875367,4,4,"0100000"
"2721",102875368,5,1,"0100000"
"2722",102875369,5,1,"0101000"
"2723",102875370,5,1,"0100000"
"2724",102875371,5,1,"0100000"
"2725",102875372,4,1,"0100100"
"2726",102875373,4,1,"0100000"
"2727",102875374,4,1,"0100000"
"2728",102875375,5,4,"0100000"
"2729",102875376,4,1,"0100000"
"2730",102875377,4,4,"0100000"
"2731",102875378,4,1,"0100000"
"2732",102875379,5,1,"0100000"
"2733",102875380,5,1,"0100000"
"2734",102875381,5,1,"0110000"
"2735",102875382,4,1,"0100000"
"2736",102875383,4,1,"0100000"
"2737",102875384,5,1,"0100000"
"2738",102875385,4,1,"0100000"
"2739",102875386,4,1,"0100000"
"2740",102875387,5,1,"0101000"
"2741",102875388,5,1,"0100010"
"2742",102875389,4,1,"0110000"
"2743",102875390,4,1,"0100000"
"2744",102875391,4,1,"0110000"
"2745",102875392,4,1,"0100100"
"2746",102875393,5,1,"0100000"
"2747",102875394,5,1,"0100000"
"2748",102875395,4,1,"0100000"
"2749",102875396,5,1,"0100000"
"2750",102875397,4,1,"0100000"
"2751",102875398,5,1,"0100001"
"2752",102875399,4,1,"0100000"
"2753",102875400,5,1,"0100000"
"2754",102875401,4,1,"0100000"
"2755",102875402,5,1,"0100000"
"2756",102875403,4,1,"0100000"
"2757",102875404,4,1,"0101000"
"2758",102875405,4,1,"0100000"
"2759",102875406,5,1,"0100000"
"2760",102875407,5,1,"0100000"
"2761",102875408,4,1,"0110000"
"2762",102875409,5,1,"0100000"
"2763",102875410,4,1,"0100100"
"2764",102875411,4,1,"0100000"
"2765",102875412,4,1,"0110000"
"2766",102875413,4,1,"0100000"
"2767",102875414,4,1,"0100000"
"2768",102875415,4,1,"0100100"
"2769",102875416,5,1,"0100000"
"2770",102875417,4,1,"0100000"
"2771",102875418,5,1,"0100000"
"2772",102875419,4,1,"0100000"
"2773",102875420,4,1,"0100000"
"2774",102875421,5,1,"0100000"
"2775",102875422,4,1,"0100000"
"2776",102875423,4,1,"0100000"
"2777",102875424,5,1,"0100010"
"2778",102875425,5,1,"0100010"
"2779",102875426,4,1,"0100000"
"2780",102875427,4,1,"0100000"
"2781",102875428,4,1,"0110000"
"2782",102875429,5,4,"0101000"
"2783",102875430,4,1,"0100000"
"2784",102875431,4,1,"0100010"
"2785",102875432,5,1,"0100100"
"2786",102875433,4,1,"0100000"
"2787",102875434,4,1,"0100000"
"2788",102875435,5,1,"0100100"
"2789",102875436,4,1,"0110000"
"2790",102875437,4,1,"0100000"
"2791",102875438,4,1,"0100000"
"2792",102875439,4,1,"0100000"
"2793",102875440,4,1,"0101000"
"2794",102875441,4,1,"0110000"
"2795",102875442,4,1,"0100000"
"2796",102875443,4,1,"0110000"
"2797",102875444,4,1,"0100000"
"2798",102875445,5,1,"0101000"
"2799",102875446,4,1,"0100000"
"2800",102875447,5,1,"0100000"
"2801",102875448,5,1,"0110000"
"2802",102875449,5,1,"0100000"
"2803",102875450,5,1,"0100000"
"2804",102875451,4,1,"0100000"
"2805",102875452,5,1,"0100000"
"2806",102875453,4,1,"0110000"
"2807",102875454,4,1,"0100000"
"2808",102875455,5,1,"0100000"
"2809",102875456,4,1,"0100000"
"2810",102875457,5,1,"0100000"
"2811",102875458,5,1,"0100000"
"2812",102875459,5,1,"0100000"
"2813",102875460,4,1,"0100000"
"2814",102875461,5,1,"0100000"
"2815",102875462,5,1,"0110000"
"2816",102875463,5,1,"0110000"
"2817",102875464,4,1,"0100000"
"2818",102875465,4,1,"0100000"
"2819",102875466,4,1,"0101000"
"2820",102875467,5,1,"0100000"
"2821",102875468,5,1,"0100000"
"2822",102875469,5,1,"0100000"
"2823",102875470,4,1,"0110000"
"2824",102875471,4,1,"0110000"
"2825",102875472,5,1,"0100000"
"2826",102875473,5,1,"0100000"
"2827",102875474,4,1,"0110000"
"2828",102875475,4,1,"0100000"
"2829",102875476,5,1,"0100001"
"2830",102875477,5,1,"0100000"
"2831",102875478,4,1,"0100000"
"2832",102875479,4,1,"0100000"
"2833",102875480,5,1,"0100000"
"2834",102875481,4,1,"0100000"
"2835",102875482,5,1,"0110000"
"2836",102875483,4,1,"0100000"
"2837",102875484,5,1,"0100000"
"2838",102875485,4,1,"0100000"
"2839",102875486,5,1,"0101000"
"2840",102875487,4,1,"0100000"
"2841",102875488,5,1,"0100000"
"2842",102875489,4,1,"0100001"
"2843",102875490,5,1,"0110000"
"2844",102875491,5,1,"0100100"
"2845",102875492,4,1,"0110000"
"2846",102875493,4,1,"0100000"
"2847",102875494,5,1,"0100000"
"2848",102875495,4,1,"0100000"
"2849",102875496,4,1,"0100000"
"2850",102875497,4,1,"0100001"
"2851",102875499,5,1,"0100000"
"2852",102875500,5,1,"0100000"
"2853",102875501,4,1,"0100000"
"2854",102875502,5,1,"0100000"
"2855",102875503,4,1,"0100000"
"2856",102875504,4,1,"0110000"
"2857",102875505,4,1,"0100000"
"2858",102875506,4,1,"0100000"
"2859",102875507,5,1,"0110000"
"2860",102875508,5,1,"0100000"
"2861",102875509,5,1,"0100000"
"2862",102875510,5,1,"0100000"
"2863",102875511,4,1,"0100000"
"2864",102875512,5,1,"0100000"
"2865",102875513,5,1,"0100000"
"2866",102875514,5,1,"0100000"
"2867",102875515,5,1,"0100000"
"2868",102875516,5,1,"0100000"
"2869",102875517,4,1,"0100100"
"2870",102875518,5,1,"0100010"
"2871",102875519,5,1,"0100100"
"2872",102875520,5,1,"0100000"
"2873",102875521,5,1,"0100000"
"2874",102875522,5,1,"0100000"
"2875",102875523,5,1,"0100000"
"2876",102875524,5,1,"0100000"
"2877",102875525,5,1,"0100000"
"2878",102875526,5,1,"0100000"
"2879",102875527,5,1,"0100010"
"2880",102875528,5,1,"0100000"
"2881",102875529,5,1,"0100000"
"2882",102875530,4,1,"0100010"
"2883",102875531,5,1,"0100000"
"2884",102875532,4,1,"0110000"
"2885",102875533,5,1,"0101000"
"2886",102875534,5,1,"0100000"
"2887",102875535,4,1,"0100100"
"2888",102875536,5,1,"0100000"
"2889",102875537,4,1,"0100000"
"2890",102875538,5,1,"0100000"
"2891",102875539,5,1,"0101000"
"2892",102875540,4,1,"0100010"
"2893",102875541,4,1,"0100000"
"2894",102875542,5,1,"0100000"
"2895",102875543,5,1,"0110000"
"2896",102875544,5,1,"0100000"
"2897",102875545,4,1,"0100000"
"2898",102875546,5,1,"0100000"
"2899",102875547,5,1,"0100000"
"2900",102875548,5,1,"0100000"
"2901",102875549,5,1,"0100100"
"2902",102875550,5,1,"0110000"
"2903",102875551,5,1,"0100000"
"2904",102875552,4,1,"0100000"
"2905",102875553,5,1,"0100000"
"2906",102875554,5,1,"0100000"
"2907",102875555,4,1,"0100100"
"2908",102875556,5,1,"0100000"
"2909",102875557,5,1,"0100000"
"2910",102875558,5,1,"0100000"
"2911",102875559,4,1,"0100000"
"2912",102875560,5,1,"0100000"
"2913",102875561,5,1,"0100000"
"2914",102875562,5,1,"0100000"
"2915",102875563,4,1,"0100010"
"2916",102875564,5,1,"0100000"
"2917",102875565,4,4,"0100000"
"2918",102875566,5,4,"0101000"
"2919",102875567,5,4,"0100000"
"2920",102875568,4,4,"0100100"
"2921",102875569,4,4,"0100000"
"2922",102875570,4,1,"0100000"
"2923",102875571,5,4,"0100000"
"2924",102875572,5,4,"0100000"
"2925",102875573,5,4,"0100000"
"2926",102875574,4,4,"0100000"
"2927",102875575,5,1,"0100000"
"2928",102875576,5,1,"0100000"
"2929",102875577,5,1,"0100000"
"2930",102875578,5,1,"0100000"
"2931",102875579,5,1,"0100100"
"2932",102875580,4,1,"0100000"
"2933",102875581,4,1,"0100000"
"2934",102875582,4,1,"0100000"
"2935",102875583,4,1,"0100000"
"2936",102875584,4,1,"0100001"
"2937",102875585,5,1,"0110000"
"2938",102875586,5,1,"0100000"
"2939",102875587,4,1,"0100000"
"2940",102875588,4,1,"0100000"
"2941",102875589,4,1,"0100000"
"2942",102875590,4,1,"0100000"
"2943",102875591,5,1,"0100000"
"2944",102875592,4,1,"0100000"
"2945",102875593,4,1,"0101000"
"2946",102875594,5,1,"0110000"
"2947",102875595,5,1,"0100000"
"2948",102875596,5,1,"0100000"
"2949",102875597,4,1,"0100000"
"2950",102875598,4,1,"0100000"
"2951",102875599,4,1,"0100000"
"2952",102875600,4,1,"0100000"
"2953",102875601,5,1,"0100100"
"2954",102875602,5,1,"0100000"
"2955",102875603,5,1,"0100000"
"2956",102875604,4,1,"0100000"
"2957",102875605,5,1,"0100000"
"2958",102875606,5,1,"0100000"
"2959",102875607,4,1,"0100000"
"2960",102875608,5,1,"0100010"
"2961",102875609,4,1,"0100000"
"2962",102875610,5,1,"0100000"
"2963",102875611,5,1,"0100000"
"2964",102875612,5,1,"0100000"
"2965",102875613,4,1,"0100000"
"2966",102875614,4,1,"0100000"
"2967",102875615,5,1,"0100000"
"2968",102875616,4,1,"0100000"
"2969",102875617,5,1,"0100000"
"2970",102875618,5,1,"0100000"
"2971",102875619,4,1,"0110000"
"2972",102875620,4,1,"0100000"
"2973",102875621,5,1,"0100000"
"2974",102875622,5,1,"0100000"
"2975",102875623,5,1,"0100000"
"2976",102875624,5,1,"0100000"
"2977",102875625,4,1,"0100000"
"2978",102875626,5,1,"0100000"
"2979",102875627,5,1,"0100000"
"2980",102875628,4,1,"0100000"
"2981",102875629,5,1,"0100000"
"2982",102875630,5,1,"0100000"
"2983",102875631,5,4,"0100000"
"2984",102875632,5,4,"0100000"
"2985",102875633,4,1,"0100000"
"2986",102875634,4,4,"0100100"
"2987",102875635,5,1,"0100000"
"2988",102875636,5,1,"0100000"
"2989",102875637,4,1,"0100000"
"2990",102875638,4,1,"0100000"
"2991",102875639,4,1,"0100000"
"2992",102875640,4,1,"0100000"
"2993",102875641,5,1,"0100000"
"2994",102875642,5,1,"0100000"
"2995",102875643,4,1,"0100000"
"2996",102875644,4,1,"0110000"
"2997",102875645,4,1,"0100000"
"2998",102875646,5,1,"0100000"
"2999",102875647,4,1,"0100000"
"3000",102875648,5,1,"0100000"
"3001",102875649,5,1,"0100000"
"3002",102875650,4,1,"0101000"
"3003",102875651,4,1,"0100000"
"3004",102875652,4,1,"0100000"
"3005",102875653,4,1,"0100000"
"3006",102875654,4,1,"0100000"
"3007",102875655,4,1,"0100000"
"3008",102875656,5,1,"0100000"
"3009",102875657,4,1,"0100000"
"3010",102875658,5,1,"0100000"
"3011",102875659,5,1,"0100000"
"3012",102875660,5,1,"0100000"
"3013",102875661,5,1,"0100000"
"3014",102875662,5,1,"0100000"
"3015",102875663,4,1,"0100000"
"3016",102875664,5,1,"0100000"
"3017",102875665,5,1,"0100000"
"3018",102875666,4,1,"0100000"
"3019",102875667,5,1,"0100000"
"3020",102875668,5,1,"0100000"
"3021",102875669,4,1,"0110000"
"3022",102875670,5,1,"0100000"
"3023",102875671,4,1,"0100000"
"3024",102875672,4,1,"0100001"
"3025",102875673,4,1,"0100000"
"3026",102875674,4,1,"0100000"
"3027",102875675,5,1,"0100000"
"3028",102875676,4,1,"0100000"
"3029",102875677,4,1,"0100000"
"3030",102875678,5,1,"0100100"
"3031",102875679,5,1,"0100000"
"3032",102875680,4,1,"0100000"
"3033",102875681,4,1,"0100000"
"3034",102875682,5,1,"0110000"
"3035",102875683,5,4,"0100000"
"3036",102875684,4,4,"0100000"
"3037",102875685,5,4,"0100000"
"3038",102875686,5,4,"0100000"
"3039",102875687,5,4,"0100000"
"3040",102875688,4,4,"0100000"
"3041",102875689,4,4,"0100000"
"3042",102875690,4,4,"0100000"
"3043",102875691,4,4,"0100000"
"3044",102875692,4,4,"0100000"
"3045",102875693,5,4,"0100000"
"3046",102875694,4,4,"0100000"
"3047",102875695,5,4,"0100000"
"3048",102875696,4,1,"0100000"
"3049",102875697,5,4,"0100000"
"3050",102875698,5,4,"0100000"
"3051",102875699,5,4,"0100000"
"3052",102875700,5,1,"0100000"
"3053",102875701,5,4,"0100000"
"3054",102875702,5,4,"0100000"
"3055",102875703,4,4,"0100000"
"3056",102875704,5,4,"0100000"
"3057",102875705,5,1,"0100000"
"3058",102875706,5,4,"0100000"
"3059",102875707,5,4,"0100000"
"3060",102875708,4,4,"0100000"
"3061",102875709,4,1,"0100000"
"3062",102875710,5,1,"0100000"
"3063",102875711,5,1,"0110000"
"3064",102875712,4,1,"0100000"
"3065",102875713,4,1,"0100000"
"3066",102875714,5,1,"0100000"
"3067",102875715,5,1,"0100000"
"3068",102875716,4,1,"0100000"
"3069",102875717,4,1,"0100000"
"3070",102875718,4,1,"0100000"
"3071",102875719,4,1,"0100000"
"3072",102875720,4,1,"0100000"
"3073",102875721,4,1,"0100000"
"3074",102875722,5,1,"0100000"
"3075",102875723,4,1,"0100000"
"3076",102875724,4,1,"0100000"
"3077",102875725,4,1,"0101000"
"3078",102875726,4,1,"0110000"
"3079",102875727,4,1,"0100000"
"3080",102875728,4,1,"0100000"
"3081",102875729,4,1,"0100000"
"3082",102875730,4,1,"0100000"
"3083",102875731,4,1,"0100000"
"3084",102875732,4,1,"0100000"
"3085",102875733,4,1,"0100000"
"3086",102875734,5,1,"0100000"
"3087",102875735,5,1,"0100000"
"3088",102875736,5,1,"0100000"
"3089",102875737,5,1,"0100000"
"3090",102875738,5,1,"0100000"
"3091",102875739,4,1,"0100000"
"3092",102875740,5,1,"0100000"
"3093",102875741,4,1,"0100000"
"3094",102875742,4,1,"0100000"
"3095",102875743,5,1,"0100000"
"3096",102875744,4,1,"0100000"
"3097",102875745,4,1,"0100000"
"3098",102875746,4,1,"0100100"
"3099",102875747,5,1,"0100000"
"3100",102875748,5,1,"0100001"
"3101",102875749,5,1,"0100000"
"3102",102875750,4,1,"0100000"
"3103",102875751,5,1,"0100100"
"3104",102875752,4,1,"0110000"
"3105",102875753,5,1,"0110000"
"3106",102875754,4,1,"0110000"
"3107",102875755,5,1,"0100000"
"3108",102875756,5,1,"0100000"
"3109",102875757,5,1,"0100000"
"3110",102875758,4,1,"0100000"
"3111",102875759,4,1,"0100010"
"3112",102875760,5,1,"0100000"
"3113",102875761,4,1,"0100000"
"3114",102875762,5,1,"0110000"
"3115",102875763,5,1,"0100000"
"3116",102875764,4,1,"0100000"
"3117",102875765,4,1,"0100000"
"3118",102875766,5,1,"0100000"
"3119",102875767,4,1,"0100010"
"3120",102875768,5,1,"0100000"
"3121",102875769,5,1,"0100000"
"3122",102875770,4,1,"0100000"
"3123",102875771,5,1,"0101000"
"3124",102875772,4,1,"0100000"
"3125",102875773,4,1,"0100000"
"3126",102875774,5,1,"0100000"
"3127",102875775,4,1,"0100000"
"3128",102875776,4,1,"0100000"
"3129",102875777,5,1,"0100000"
"3130",102875778,4,1,"0100000"
"3131",102875779,5,1,"0100000"
"3132",102875780,4,1,"0100000"
"3133",102875781,5,1,"0100000"
"3134",102875782,4,1,"0100000"
"3135",102875783,4,1,"0100000"
"3136",102875784,4,1,"0100000"
"3137",102875785,5,1,"0100000"
"3138",102875786,5,1,"0100000"
"3139",102875787,5,1,"0100000"
"3140",102875788,4,1,"0100000"
"3141",102875789,5,1,"0100000"
"3142",102875790,4,1,"0100000"
"3143",102875791,4,1,"0100000"
"3144",102875792,4,1,"0100000"
"3145",102875793,5,1,"0100000"
"3146",102875794,4,1,"0100000"
"3147",102875795,5,1,"0100000"
"3148",102875796,5,1,"0100000"
"3149",102875797,4,1,"0100000"
"3150",102875798,4,1,"0101000"
"3151",102875799,4,1,"0100000"
"3152",102875800,4,1,"0100000"
"3153",102875801,5,1,"0100000"
"3154",102875802,4,1,"0101000"
"3155",102875803,4,1,"0100000"
"3156",102875804,4,1,"0100000"
"3157",102875805,5,1,"0100001"
"3158",102875806,5,1,"0100000"
"3159",102875807,5,1,"0101000"
"3160",102875808,5,1,"0110000"
"3161",102875809,4,1,"0100000"
"3162",102875810,5,1,"0100000"
"3163",102875811,4,1,"0100000"
"3164",102875812,4,1,"0100000"
"3165",102875813,4,1,"0100000"
"3166",102875814,4,1,"0100000"
"3167",102875815,4,1,"0100000"
"3168",102875816,4,1,"0110000"
"3169",102875817,5,1,"0100000"
"3170",102875818,5,1,"0100000"
"3171",102875819,4,1,"0100000"
"3172",102875820,4,1,"0100000"
"3173",102875821,4,1,"0100000"
"3174",102875822,5,1,"0101000"
"3175",102875823,5,1,"0110000"
"3176",102875824,4,1,"0100000"
"3177",102875825,4,1,"0100000"
"3178",102875826,5,1,"0100000"
"3179",102875827,5,1,"0100000"
"3180",102875828,5,1,"0100001"
"3181",102875829,5,1,"0100000"
"3182",102875830,4,1,"0100000"
"3183",102875831,5,1,"0100010"
"3184",102875832,5,1,"0100000"
"3185",102875833,5,1,"0100000"
"3186",102875834,5,1,"0100000"
"3187",102875835,5,1,"0100000"
"3188",102875836,5,1,"0100000"
"3189",102875837,5,1,"0100000"
"3190",102875838,5,1,"0100000"
"3191",102875839,5,1,"0100000"
"3192",102875840,5,1,"0100000"
"3193",102875841,5,1,"0100000"
"3194",102875842,4,1,"0100000"
"3195",102875843,5,1,"0100000"
"3196",102875844,5,1,"0100000"
"3197",102875845,4,1,"0100000"
"3198",102875846,5,1,"0100000"
"3199",102875847,5,1,"0101000"
"3200",102875848,4,1,"0100000"
"3201",102875849,5,1,"0110000"
"3202",102875850,5,1,"0100000"
"3203",102875851,4,1,"0100000"
"3204",102875852,5,1,"0100000"
"3205",102875853,5,1,"0101000"
"3206",102875854,4,1,"0100000"
"3207",102875855,4,1,"0100000"
"3208",102875856,4,1,"0100000"
"3209",102875857,5,1,"0100000"
"3210",102875858,5,1,"0100000"
"3211",102875859,5,1,"0100000"
"3212",102875860,5,1,"0100000"
"3213",102875861,5,1,"0100000"
"3214",102875862,4,1,"0100000"
"3215",102875864,4,1,"0100000"
"3216",102875865,5,1,"0110000"
"3217",102875866,4,1,"0100000"
"3218",102875867,4,1,"0100000"
"3219",102875868,4,1,"0100001"
"3220",102875869,5,1,"0100000"
"3221",102875870,4,1,"0100000"
"3222",102875871,4,1,"0100000"
"3223",102875872,4,1,"0100000"
"3224",102875873,5,1,"0100000"
"3225",102875874,4,1,"0100000"
"3226",102875875,4,1,"0100100"
"3227",102875876,4,1,"0100010"
"3228",102875877,4,1,"0100000"
"3229",102875878,4,1,"0100000"
"3230",102875879,4,1,"0110000"
"3231",102875880,4,1,"0110000"
"3232",102875881,5,1,"0100000"
"3233",102875882,4,1,"0100000"
"3234",102875883,5,1,"0110000"
"3235",102875884,5,1,"0100000"
"3236",102875885,4,1,"0100010"
"3237",102875886,5,1,"0100000"
"3238",102875887,5,1,"0100000"
"3239",102875888,4,1,"0110000"
"3240",102875889,5,1,"0101000"
"3241",102875890,5,1,"0100000"
"3242",102875891,4,1,"0100000"
"3243",102875892,5,1,"0100000"
"3244",102875893,4,1,"0110000"
"3245",102875894,4,1,"0100000"
"3246",102875895,4,1,"0100000"
"3247",102875896,5,1,"0100000"
"3248",102875897,4,1,"0100000"
"3249",102875898,5,1,"0100000"
"3250",102875899,4,1,"0100001"
"3251",102875900,4,1,"0100000"
"3252",102875901,5,1,"0101000"
"3253",102875902,4,1,"0100000"
"3254",102875903,4,1,"0100000"
"3255",102875904,4,1,"0100000"
"3256",102875905,4,1,"0110000"
"3257",102875906,5,1,"0100000"
"3258",102875907,5,1,"0110000"
"3259",102875908,5,1,"0100000"
"3260",102875909,4,1,"0100000"
"3261",102875910,4,1,"0100000"
"3262",102875911,4,1,"0100000"
"3263",102875912,4,1,"0110000"
"3264",102875913,5,1,"0110000"
"3265",102875914,4,1,"0100000"
"3266",102875915,5,1,"0100000"
"3267",102875916,4,1,"0110000"
"3268",102875917,5,1,"0100010"
"3269",102875918,5,1,"0110000"
"3270",102875919,4,1,"0100100"
"3271",102875920,4,1,"0100000"
"3272",102875921,4,1,"0100000"
"3273",102875922,5,1,"0100000"
"3274",102875923,4,1,"0100000"
"3275",102875924,5,1,"0100000"
"3276",102875925,5,1,"0100100"
"3277",102875926,5,1,"0110000"
"3278",102875927,5,1,"0100000"
"3279",102875928,5,1,"0100000"
"3280",102875929,4,1,"0100000"
"3281",102875930,4,1,"0100000"
"3282",102875931,5,1,"0100000"
"3283",102875932,5,1,"0100000"
"3284",102875933,5,1,"0100000"
"3285",102875934,4,1,"0110000"
"3286",102875935,4,4,"0100000"
"3287",102875936,5,1,"0100000"
"3288",102875937,4,1,"0100000"
"3289",102875938,5,1,"0110000"
"3290",102875939,4,1,"0100000"
"3291",102875940,5,1,"0100000"
"3292",102875941,4,1,"0100000"
"3293",102875942,4,1,"0101000"
"3294",102875943,5,1,"0100000"
"3295",102875944,4,1,"0100010"
"3296",102875945,4,1,"0100000"
"3297",102875946,5,1,"0100010"
"3298",102875947,4,1,"0100000"
"3299",102875948,4,1,"0100000"
"3300",102875949,4,1,"0100000"
"3301",102875950,5,1,"0100000"
"3302",102875951,5,1,"0100000"
"3303",102875952,5,1,"0100000"
"3304",102875953,4,1,"0100000"
"3305",102875954,5,1,"0100000"
"3306",102875955,4,1,"0100000"
"3307",102875956,4,1,"0100000"
"3308",102875957,4,1,"0100000"
"3309",102875958,4,1,"0100001"
"3310",102875959,4,1,"0110000"
"3311",102875960,5,1,"0101000"
"3312",102875961,4,1,"0100000"
"3313",102875962,5,1,"0100000"
"3314",102875963,5,1,"0100000"
"3315",102875964,4,1,"0100000"
"3316",102875965,4,1,"0100000"
"3317",102875966,5,1,"0100000"
"3318",102875967,4,1,"0100000"
"3319",102875968,5,1,"0100000"
"3320",102875969,4,1,"0100000"
"3321",102875970,5,1,"0100000"
"3322",102875971,5,1,"0100000"
"3323",102875972,4,1,"0100010"
"3324",102875973,5,1,"0100000"
"3325",102875974,4,1,"0100000"
"3326",102875975,5,1,"0100000"
"3327",102875976,4,1,"0100000"
"3328",102875977,5,1,"0100000"
"3329",102875978,4,1,"0100000"
"3330",102875979,5,1,"0100000"
"3331",102875980,5,1,"0100000"
"3332",102875981,4,1,"0100000"
"3333",102875982,4,1,"0100000"
"3334",102875983,4,1,"0100000"
"3335",102875984,5,1,"0110000"
"3336",102875985,4,1,"0100000"
"3337",102875986,5,1,"0100000"
"3338",102875987,5,1,"0100000"
"3339",102875988,5,1,"0100000"
"3340",102875989,0,1,"0100000"
"3341",102875990,5,1,"0101000"
"3342",102875991,5,1,"0100000"
"3343",102875992,4,1,"0100000"
"3344",102875993,4,1,"0100000"
"3345",102875994,5,1,"0100000"
"3346",102875995,4,1,"0100000"
"3347",102875996,5,1,"0100000"
"3348",102875997,5,1,"0100000"
"3349",102875998,5,1,"0101000"
"3350",102875999,4,1,"0100000"
"3351",102876000,4,1,"0100000"
"3352",103874001,5,4,"0010000"
"3353",103874002,4,4,"0010000"
"3354",103874003,4,4,"0010000"
"3355",103874004,4,4,"0010000"
"3356",103874005,5,4,"0010000"
"3357",103874006,5,4,"0010000"
"3358",103874007,4,4,"0010000"
"3359",103874008,5,4,"0010000"
"3360",103874009,4,4,"0010000"
"3361",103874010,4,4,"0011000"
"3362",103874011,5,4,"0010000"
"3363",103874012,5,1,"0010000"
"3364",103874013,4,1,"0010010"
"3365",103874014,4,1,"0010000"
"3366",103874015,5,1,"0010000"
"3367",103874016,5,1,"0010000"
"3368",103874017,4,1,"0010000"
"3369",103874018,4,1,"0010000"
"3370",103874019,5,1,"0010000"
"3371",103874020,4,1,"0010000"
"3372",103874021,4,4,"0010100"
"3373",103874022,4,4,"0010000"
"3374",103874023,5,4,"0010001"
"3375",103874024,0,4,"0010000"
"3376",103874025,4,4,"0010000"
"3377",103874026,5,4,"0010000"
"3378",103874027,4,4,"0010000"
"3379",103874028,5,1,"0010000"
"3380",103874029,5,1,"0010000"
"3381",103874030,4,1,"0010000"
"3382",103874031,5,1,"0010000"
"3383",103874032,5,4,"0010000"
"3384",103874033,5,1,"0010000"
"3385",103874034,4,4,"0010000"
"3386",103874035,4,4,"0010001"
"3387",103874036,4,1,"0010000"
"3388",103874037,5,4,"0010000"
"3389",103874038,5,4,"0010000"
"3390",103874039,5,4,"0010000"
"3391",103874040,4,4,"0010000"
"3392",103874041,5,4,"0010100"
"3393",103874042,5,1,"0010000"
"3394",103874043,4,1,"0010000"
"3395",103874044,5,4,"0010000"
"3396",103874045,4,1,"0010010"
"3397",103874046,5,4,"0010000"
"3398",103874047,4,1,"0010000"
"3399",103874048,5,4,"0010000"
"3400",103874049,4,1,"0010000"
"3401",103874050,4,1,"0010000"
"3402",103874051,5,1,"0010000"
"3403",103874052,5,4,"0010010"
"3404",103874053,4,1,"0010000"
"3405",103874054,0,4,"0010000"
"3406",103874055,4,1,"0010100"
"3407",103874056,4,1,"0010000"
"3408",103874057,5,4,"0010000"
"3409",103874058,4,1,"0010000"
"3410",103874059,4,1,"0010000"
"3411",103874060,4,1,"0010000"
"3412",103874061,4,1,"0010000"
"3413",103874062,5,1,"0010000"
"3414",103874063,4,1,"0010000"
"3415",103874064,4,4,"0010000"
"3416",103874065,5,4,"0010000"
"3417",103874066,5,1,"0010001"
"3418",103874067,5,4,"0010000"
"3419",103874068,5,1,"0010000"
