B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","4","1720","Canada Goose","114890063",07/01/2013,"01","07","2013","SE",21.7,"82","","E","E","",11,"US","167",09/03/2013,"09","2013","0","167","2","","01","353",35.54974,"",,"0893",-89.64647,"","Covington","05","","CANADA GOOSE","47","21","61",09/02/2013,"02","09","2013",1,1.25,"114890063","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890064",07/01/2013,"01","07","2013","SE",21.1,"82","","E","E","",11,"US","167",09/01/2014,"09","2014","0","157","2","","01","352",35.49549,"",,"0894",-89.70366,"","BURLISON","05","","CANADA GOOSE","47","21","61",09/01/2014,"01","09","2014",2,2.25,"114890064","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890082",07/01/2013,"01","07","2013","S",75.9,"51","","E","E","",11,"US","137",12/16/2014,"12","2014","0","137","2","","01","343",34.6176,"",,"0894",-89.70548,"","SENATOBIA","05","","CANADA GOOSE","28","21","61",11/28/2013,"28","11","2013",1,1.42,"114890082","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","4","1720","Canada Goose","114890090",07/01/2013,"01","07","2013","SE",24.2,"82","","E","E","",11,"US","167",09/13/2013,"09","2013","0","167","2","","01","352",35.44119,"",,"0894",-89.68952,"","Atoka","05","","CANADA GOOSE","47","21","61",09/13/2013,"13","09","2013",1,1.25,"114890090","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890093",07/01/2013,"01","07","2013","S",75.9,"51","","E","E","",11,"US","137",12/16/2014,"12","2014","0","137","2","","01","343",34.6176,"",,"0894",-89.70548,"","SENATOBIA","05","","CANADA GOOSE","28","21","61",11/28/2013,"28","11","2013",1,1.42,"114890093","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890113",07/01/2013,"01","07","2013","SE",23.1,"82","","E","E","",11,"US","167",09/02/2014,"09","2014","0","167","2","","01","352",35.47498,"",,"0894",-89.67856,"","BURLISON","05","","CANADA GOOSE","47","21","61",09/02/2014,"02","09","2014",2,2.25,"114890113","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","4","1720","Canada Goose","114890116",07/01/2013,"01","07","2013","SE",19,"82","","E","E","lrm: D;",11,"US","167",09/16/2013,"09","2013","0","167","2","","01","353",35.53483,"",,"0894",-89.71337,"","Burlison","05","","Canada Goose","47","21","07",09/13/2013,"13","09","2013",1,1.25,"114890116","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890146",07/01/2013,"01","07","2013","SE",21.3,"82","","E","E","lrm: D;",11,"US","167",09/08/2013,"09","2013","0","167","2","","01","353",35.56425,"Corn field",,"0893",-89.64647,"","Covington","05","","Canada Goose","47","21","07",09/08/2013,"08","09","2013",1,1.25,"114890146","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890149",07/01/2013,"01","07","2013","NE",43.6,"82","","E","E","",11,"US","095",01/01/2014,"01","2014","0","095","2","","01","361",36.21212,"",,"0893",-89.55117,"","RIDGELY","05","","CANADIAN GOOSE","47","21","61",12/31/2013,"31","12","2013",1,1.5,"114890149","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","4","1720","Canada Goose","114890165",07/01/2013,"01","07","2013","SE",30.6,"82","","E","E","lrm: D;",11,"US","097",01/11/2014,"01","2014","0","097","2","","01","352",35.45527,"field",,"0893",-89.5298,"","Ripley","04","","Canada Goose","47","21","07",01/11/2014,"11","01","2014",1,1.58,"114890165","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890169",07/01/2013,"01","07","2013","SE",16.8,"82","","E","E","lrm: D;",11,"US","097",12/07/2013,"12","2013","0","097","2","","01","353",35.59152,"Mississippi river",,"0894",-89.71851,"","Ripley","05","","Canada Goose","47","21","07",12/07/2013,"07","12","2013",1,1.5,"114890169","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890184",07/01/2013,"01","07","2013","S",81,"51","","E","E","lrm: D;",11,"US","137",12/04/2014,"12","2014","0","137","2","","01","343",34.53242,"farm pond",,"0894",-89.76738,"","Tyro","05","","Unknown","28","21","07",,"99","99","2014",99,1.58,"114890184","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","354",35.69139,"0895",-89.99139,"","06569","","5","1720","Canada Goose","114890198",07/01/2013,"01","07","2013","S",75.9,"51","","E","E","",11,"US","137",12/16/2014,"12","2014","0","137","2","","01","343",34.6176,"",,"0894",-89.70548,"","SENATOBIA","05","","CANADA GOOSE","28","21","61",11/27/2014,"27","11","2014",2,2.42,"114890198","","N"
"1","07","8","0","41","3","",0,"0","00","2","","","","352",35.43028,"0941",-94.23139,"","06569","","5","1720","Canada Goose","114890300",07/02/2013,"02","07","2013","NE",132.6,"52","","E","E","lrm: DM;",0,"US","077",10/08/2014,"10","2014","0","077","2","","01","370",37.14969,"Corn field",,"0931",-93.17112,"","Galloway","05","","Canada goose","29","21","07",10/08/2014,"08","10","2014",2,2.33,"114890300","","N"
"4","07","8","0","41","3","",0,"0","00","2","","","","342",34.40833,"0930",-93.05833,"","06569","","4","1720","Canada Goose","114890474",07/03/2013,"03","07","2013","N",637.9,"50","","E","E","lrm: M;",0,"US","091",10/14/2014,"10","2014","0","091","2","","01","433",43.58148,"",,"0942",-94.47474,"","East Chain","05","","Canada Goose","27","21","07",10/14/2014,"14","10","2014",2,1.33,"114890474","","N"
