B AGE CODE,B AREA CODE,B BAND SIZE CODE,B BAND STATUS CODE,B BAND TYPE CODE,B BIRD STATUS,B COMMENTS,B COORD PRECISION,B DIRECTION CODE,B EXTRA INFO CODE,B FLYWAY CODE,B HOW AGED CODE,B HOW CAPTURED,B HOW SEXED CODE,B LAT,B LAT FLOAT,B LON,B LON FLOAT,B MARKER LONG DESC,B PERMIT NUM,B REMARKS,B SEX CODE,B SPECIES ID,B SPECIES NAME,BAND ID,BANDING DATE,BANDING DAY,BANDING MONTH,BANDING YEAR,BEARING,DISTANCE,E AREA CODE,E CAPTURE TIME,E CERTIFICATE FLAG,E CERTIFICATE LANGUAGE,E COMMENTS,E COORD PRECISION,E COUNTRY CODE,E COUNTY CODE,E CREATE DATE,E CREATE MONTH,E CREATE YEAR,E DIRECTION CODE,E ENC COUNTY ORIGINAL,E FLYWAY CODE,E HOW CAPTURED,E HOW OBTAINED CODE,E LAT,E LAT FLOAT,E LOCATION DESCRIPTION,E LOCATION ID,E LON,E LON FLOAT,E MARKER LONG DESC,E PLACE NAME,E PRESENT CONDITION CODE,E REMARKS,E SPECIES ID,E SPECIES NAME,E STATE CODE,E WHO OBTAINED CODE,E WHY REPORTED CODE,ENC PERMIT,ENCOUNTER DATE,ENCOUNTER DAY,ENCOUNTER MONTH,ENCOUNTER YEAR,HSS,MIN AGE AT ENC,ORIGINAL BAND,OTHER BANDS,SAME 10 MIN BLOCK,REC_SOURCE,ENC ERROR
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,4,1720,Canada Goose,100888139,6/29/2005,29,6,2005,W,9.4,7,,Y,E,,10,US,,6/17/2006,6,2006,0,,2,,1,352,35.41667,,,942,-94.41667,<CLOB>,VAN BUREN,3,,,GOOSE,5,21,61,,,99,1,2006,1,1.58,100888139,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,4,1720,Canada Goose,100888140,6/29/2005,29,6,2005,W,9.4,7,,E,E,,10,US,131,9/21/2008,9,2008,0,,2,,3,352,35.41667,,,942,-94.41667,<CLOB>,FORT SMITH,13,,,GOOSE,5,21,61,,9/21/2008,21,9,2008,4,4.25,100888140,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,4,1720,Canada Goose,100888142,6/29/2005,29,6,2005,W,9.4,7,,,,B#06017; C#0306,10,US,0,1/21/2006,1,2006,0,,2,,1,352,35.41667,,,942,-94.41667,<CLOB>,,3,,,,5,21,6,,1/14/2006,14,1,2006,1,1.58,100888142,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,4,1720,Canada Goose,100888147,6/29/2005,29,6,2005,W,9.4,7,,Y,E,,10,US,,1/27/2007,1,2007,0,,2,,1,352,35.41667,POCA VEGA RANCH,,942,-94.41667,<CLOB>,VAN BUREN,5,,,Canada Goose,5,21,7,,1/27/2007,27,1,2007,2,2.58,100888147,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,5,1720,Canada Goose,100888152,6/29/2005,29,6,2005,W,9.4,7,,,,B#06017; C#0306,10,US,0,1/21/2006,1,2006,0,,2,,1,352,35.41667,,,942,-94.41667,<CLOB>,,3,,,,5,21,6,,1/14/2006,14,1,2006,1,1.58,100888152,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,5,1720,Canada Goose,100888157,6/29/2005,29,6,2005,W,9.4,7,,E,E,,10,US,33,12/10/2011,12,2011,0,0,2,,1,352,35.41667,,,942,-94.41667,<CLOB>,VAN BUREN,5,,,CANADA GOOSE,5,21,7,,11/19/2011,19,11,2011,7,7.42,100888157,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,941,-94.25,,6569,,4,1720,Canada Goose,100888158,6/29/2005,29,6,2005,W,9.4,7,,Y,E,,10,US,,10/9/2006,10,2006,0,,2,,1,352,35.41667,,,942,-94.41667,<CLOB>,FORT SMITH,3,,,CANADA GOOSE,5,21,61,,10/9/2006,9,10,2006,2,2.33,100888158,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,5,1720,Canada Goose,100888861,6/28/2005,28,6,2005,N,11.5,7,,Y,E,,10,US,,9/30/2006,9,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,SCRANTON,3,,,CANADA GOOSE,5,21,61,,9/30/2006,30,9,2006,2,2.25,100888861,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,5,1720,Canada Goose,100888865,6/28/2005,28,6,2005,N,11.5,7,,Y,E,,10,US,,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,SCRANTON,3,,,GOOSE,5,21,61,,2/4/2006,4,2,2006,1,1.67,100888865,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,4,1720,Canada Goose,100888867,6/28/2005,28,6,2005,NW,14.9,7,,,,B#06024; C#0406,10,US,0,1/28/2006,1,2006,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,3,,,,5,21,6,,1/14/2006,14,1,2006,1,1.58,100888867,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,5,1720,Canada Goose,100888868,6/28/2005,28,6,2005,,0,7,,E,E,,10,US,83,9/12/2010,9,2010,0,83,2,,1,351,35.25,,,932,-93.41667,<CLOB>,SCRANTON,5,,,CANADA GOOSE,5,21,61,,9/12/2010,12,9,2010,6,6.25,100888868,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,5,1720,Canada Goose,100888869,6/28/2005,28,6,2005,N,11.5,7,,Y,E,,10,US,,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,SCRANTON,3,,,CANADA GOOSE,5,21,61,,2/4/2006,4,2,2006,1,1.67,100888869,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,4,1720,Canada Goose,100888870,6/28/2005,28,6,2005,,0,7,,,,B#05283; C#4005,10,US,0,10/10/2005,10,2005,0,,2,,1,351,35.25,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,10/8/2005,8,10,2005,1,1.33,100888870,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,4,1720,Canada Goose,100888875,6/28/2005,28,6,2005,N,11.5,7,,E,E,assigned 10 min blk of loc des;,10,US,83,1/3/2012,1,2012,0,83,2,,1,352,35.41667,DARDNELLE WMA,,932,-93.41667,<CLOB>,NEW BLAINE,5,,,CANADA GOOSE,5,21,61,,1/1/2012,1,1,2012,7,7.58,100888875,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,5,1720,Canada Goose,100888878,6/28/2005,28,6,2005,W,9.4,7,,Y,E,,10,US,149,12/24/2010,12,2010,0,149,2,,1,351,35.25,,,933,-93.58333,<CLOB>,DARDANELLE,5,,,CANADA GOOSE,5,21,61,,12/24/2010,24,12,2010,6,6.5,100888878,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,932,-93.41667,,6569,,4,1720,Canada Goose,100888882,6/28/2005,28,6,2005,NW,14.9,7,,,,B#06024; C#0406,10,US,0,1/28/2006,1,2006,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,3,,,,5,21,6,,1/14/2006,14,1,2006,1,1.58,100888882,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888883,6/28/2005,28,6,2005,SE,14.9,7,,,,B#06029; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,351,35.25,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/24/2006,24,1,2006,1,1.58,100888883,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888884,6/28/2005,28,6,2005,E,9.4,7,,Y,E,,10,US,,1/24/2007,1,2007,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,CLARKSVILLE,3,,,CANADA GOOSE,5,21,61,,1/24/2007,24,1,2007,2,2.58,100888884,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888885,6/28/2005,28,6,2005,NE,7.6,7,,E,E,,11,US,71,11/21/2013,11,2013,0,71,2,,0,352,35.47147,,,932,-93.46657,<CLOB>,CLARKSVILLE,5,FOUND DEAD ON RAIL ROAD TRACKS,,CANADA GOOSE,5,21,61,,10/15/2013,15,10,2013,9,9.33,100888885,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888886,6/28/2005,28,6,2005,E,9.4,7,,Y,E,,10,US,0,2/3/2008,2,2008,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,CLARKSVILLE,5,,,CANADA GOOSE,5,21,61,,2/2/2008,2,2,2008,3,3.67,100888886,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,5,1720,Canada Goose,100888893,6/28/2005,28,6,2005,E,9.4,7,,Y,E,,10,US,,2/6/2006,2,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,CLARKSVILLE,3,,,CANADA GOOSE,5,21,61,,2/4/2006,4,2,2006,1,1.67,100888893,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888896,6/28/2005,28,6,2005,E,9.4,7,,,,B#06031; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/30/2006,30,1,2006,1,1.58,100888896,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,100888900,6/28/2005,28,6,2005,E,9.4,7,,Y,E,,10,US,71,1/16/2010,1,2010,0,71,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,CLARKSVILLE,5,,,CANADA GOOSE,5,21,61,,1/16/2010,16,1,2010,5,5.58,100888900,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,361,36.25,941,-94.25,,6569,,4,1720,Canada Goose,100888163,7/1/2005,1,7,2005,E,9.3,7,,Y,E,,10,US,143,1/14/2009,1,2009,0,,2,,1,361,36.25,,,940,-94.08333,<CLOB>,SPRINGDALE,4,,,CANADA GOOSE,5,21,61,,1/14/2009,14,1,2009,4,4.58,100888163,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,361,36.25,941,-94.25,,6569,,5,1720,Canada Goose,100888165,7/1/2005,1,7,2005,,0,7,,Y,E,,10,US,7,12/20/2008,12,2008,0,,2,,1,361,36.25,UNITED STATES,,941,-94.25,<CLOB>,HEALING SPRINGS,5,,,CANADA GOOSE,5,21,7,,,99,94,2007,3,3.25,100888165,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,361,36.25,941,-94.25,,6569,,5,1720,Canada Goose,100888169,7/1/2005,1,7,2005,W,18.6,7,,Y,E,,10,US,,10/7/2006,10,2006,0,,2,,1,361,36.25,,,943,-94.58333,<CLOB>,GENTRY,3,,,CANADA GOOSE,5,21,61,,10/7/2006,7,10,2006,2,2.33,100888169,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888323,6/27/2005,27,6,2005,N,11.5,7,,Y,E,,10,US,105,9/1/2008,9,2008,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,PERRYVILLE,5,,,CANADA GOOSE,5,21,61,,9/1/2008,1,9,2008,4,4.25,100888323,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888325,6/27/2005,27,6,2005,N,11.5,7,,Y,E,,10,US,,1/17/2007,1,2007,0,,2,,1,350,35.08333,MOBLEY FARM,,924,-92.75,<CLOB>,MORRILTON,5,,,Canada Goose,5,21,7,,1/14/2007,14,1,2007,2,2.58,100888325,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888327,6/27/2005,27,6,2005,N,11.5,7,,,,B#06031; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,1/29/2006,29,1,2006,1,1.58,100888327,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888328,6/27/2005,27,6,2005,E,9.4,7,,Y,E,,10,US,45,9/6/2009,9,2009,0,45,2,,1,345,34.91667,,,923,-92.58333,<CLOB>,MAYFLOWER,5,,,CANADA GOOSE,5,21,61,,9/6/2009,6,9,2009,5,5.25,100888328,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888334,6/27/2005,27,6,2005,NE,14.9,7,,,,B#05283; C#4005,10,US,0,10/10/2005,10,2005,0,,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,,3,,,,5,21,6,,10/3/2005,3,10,2005,1,1.33,100888334,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888335,6/27/2005,27,6,2005,NE,29.7,7,,Y,E,,10,US,45,9/12/2007,9,2007,0,,2,,1,351,35.25,,,922,-92.41667,<CLOB>,CONWAY,3,,,CANADA GOOSE,5,21,61,,9/12/2007,12,9,2007,3,3.25,100888335,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888339,6/27/2005,27,6,2005,N,23,7,,E,E,mod to adj county;,10,US,105,12/10/2011,12,2011,0,29,2,,1,351,35.25,,,924,-92.75,<CLOB>,Perryville,4,,,CANADA GOOSE,5,21,61,,12/10/2011,10,12,2011,7,7.5,100888339,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888341,6/27/2005,27,6,2005,N,11.5,7,,,,B#06031; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,1/29/2006,29,1,2006,1,1.58,100888341,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888345,6/27/2005,27,6,2005,N,11.5,7,,,,B#06018; C#0306,10,US,0,1/21/2006,1,2006,0,,2,,0,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,1/16/2006,16,1,2006,1,1.58,100888345,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888346,6/27/2005,27,6,2005,,0,7,,Y,E,,10,US,105,3/22/2008,3,2008,0,,2,,0,345,34.91667,,,924,-92.75,<CLOB>,PERRYVILLE,5,,,GOOSE,5,21,61,,3/22/2008,22,3,2008,3,3.75,100888346,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888347,6/27/2005,27,6,2005,N,11.5,7,,,,B#05283; C#4005,10,US,0,10/10/2005,10,2005,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,10/5/2005,5,10,2005,1,1.33,100888347,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888351,6/27/2005,27,6,2005,W,18.9,7,,Y,E,,10,US,115,9/12/2008,9,2008,0,,2,,1,345,34.91667,,,930,-93.08333,<CLOB>,RUSSELLVILLE,5,,,CANADA GOOSE,5,21,61,,9/12/2008,12,9,2008,4,4.25,100888351,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888354,6/27/2005,27,6,2005,NW,22.1,7,,Y,E,,10,US,149,1/14/2009,1,2009,0,,2,,1,350,35.08333,HALF MOON LAKE,,930,-93.08333,<CLOB>,CENTERVILLE,5,,,CANADA GOOSE,5,21,7,,1/14/2009,14,1,2009,4,4.58,100888354,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888355,6/27/2005,27,6,2005,N,11.5,7,,,,B#05278; C#3905,10,US,0,10/5/2005,10,2005,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,10/2/2005,2,10,2005,1,1.33,100888355,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888358,6/27/2005,27,6,2005,N,11.5,7,,,,B#05278; C#3905,10,US,0,10/5/2005,10,2005,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,10/2/2005,2,10,2005,1,1.33,100888358,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888367,6/27/2005,27,6,2005,N,11.5,7,,Y,E,,10,US,29,9/1/2008,9,2008,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,OPPELO,5,,,CANADA GOOSE,5,21,61,,9/1/2008,1,9,2008,4,4.25,100888367,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888369,6/27/2005,27,6,2005,N,4.7,7,,E,E,Coord. based on loc. desc.,13,US,105,1/29/2013,1,2013,0,105,2,,1,345,34.98342,HARRIS BRAKE STATE WILDLIFE MANAGEMENT AREA,,924,-92.76683,<CLOB>,PERRYVILLE,5,,,CANADA GOOSE,5,21,61,,1/27/2013,27,1,2013,8,8.58,100888369,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888371,6/27/2005,27,6,2005,N,24.9,7,,Y,E,,10,US,115,9/15/2007,9,2007,0,,2,,1,351,35.25,,,925,-92.91667,<CLOB>,ATKINS,3,,,CANADA GOOSE,5,21,61,,9/15/2007,15,9,2007,3,3.25,100888371,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888375,6/27/2005,27,6,2005,N,11.5,7,,Y,E,,10,US,105,11/19/2008,11,2008,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,PERRYVILLE,5,,,CANADA GOOSE,5,21,61,,9/15/2008,15,9,2008,4,4.25,100888375,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888378,6/27/2005,27,6,2005,NE,29.7,7,,Y,E,,10,US,45,9/13/2007,9,2007,0,,2,,1,351,35.25,,,922,-92.41667,<CLOB>,CONWAY,3,,,CANADA GOOSE,5,21,61,,9/13/2007,13,9,2007,3,3.25,100888378,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888379,6/27/2005,27,6,2005,NW,66.2,7,,Y,E,,10,US,47,11/23/2008,11,2008,0,,2,,98,352,35.41667,,,934,-93.75,<CLOB>,OZARK,2,,,UNKNOWN,5,21,61,,11/16/2008,16,11,2008,99,,100888379,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888383,6/27/2005,27,6,2005,NW,14.9,7,,Y,E,B#06031C#0506; Fix coord. to correspond to 10 min blk.,10,US,105,2/19/2006,2,2006,0,,2,,1,350,35.08333,,,925,-92.91667,<CLOB>,Perryville,3,,,CANADA GOOSE,5,21,6,,1/29/2006,29,1,2006,1,1.58,100888383,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,4,1720,Canada Goose,100888389,6/27/2005,27,6,2005,W,47.2,7,,Y,E,,10,US,,1/20/2007,1,2007,0,,2,,1,345,34.91667,,,933,-93.58333,<CLOB>,GRAVELLY,3,,,CANADA GOOSE,5,21,61,,1/20/2007,20,1,2007,2,2.58,100888389,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888392,6/27/2005,27,6,2005,N,14.2,7,,E,E,,11,US,29,12/23/2013,12,2013,0,29,2,,1,350,35.12191,PRIVATE PROPERTY,,924,-92.74405,<CLOB>,MORRILLTON,5,,,CANADIAN GOOSE,5,21,61,,12/22/2013,22,12,2013,9,9.5,100888392,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888394,6/27/2005,27,6,2005,N,11.5,7,,,,B#06031; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,,3,,,,5,21,6,,1/19/2006,19,1,2006,1,1.58,100888394,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,345,34.91667,924,-92.75,,6569,,5,1720,Canada Goose,100888399,6/27/2005,27,6,2005,N,34.5,7,,Y,E,,10,US,29,12/10/2007,12,2007,0,,2,,1,352,35.41667,,,924,-92.75,<CLOB>,MORRILTON,3,,,CANADA GOOSE,5,21,61,,,99,10,2007,3,3.33,100888399,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888405,6/27/2005,27,6,2005,E,117.6,7,,Y,E,,10,US,67,9/8/2007,9,2007,0,,2,,1,354,35.75,,,911,-91.25,<CLOB>,Centerville,3,,,CANADA GOOSE,5,21,61,,9/8/2007,8,9,2007,3,3.25,100888405,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888408,6/27/2005,27,6,2005,NW,22,7,,,,B#06029; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,3,,,,5,21,6,,1/24/2006,24,1,2006,1,1.58,100888408,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888409,6/27/2005,27,6,2005,E,9.4,7,,Y,E,,10,US,115,12/30/2008,12,2008,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,RUSSELLVILLE,5,,,CANADA GOOSE,5,21,61,,12/28/2008,28,12,2008,4,4.5,100888409,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888411,6/27/2005,27,6,2005,,0,7,,Y,E,,10,US,149,1/16/2007,1,2007,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,Dardanelle,3,,,CANADA GOOSE,5,21,61,,1/15/2007,15,1,2007,2,2.58,100888411,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888413,6/27/2005,27,6,2005,E,9.4,7,,Y,E,,10,US,,2/9/2006,2,2006,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,RUSSELLVILLE,3,,,GOOSE,5,21,61,,2/3/2006,3,2,2006,1,1.67,100888413,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888423,6/27/2005,27,6,2005,,0,7,,Y,E,,10,US,115,6/15/2008,6,2008,0,,2,,0,351,35.25,,,931,-93.25,<CLOB>,RUSSELLVILLE,5,,,CANADA GOOSE,5,21,61,,6/14/2008,14,6,2008,3,4,100888423,,Y,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888425,6/27/2005,27,6,2005,SE,161,7,,Y,E,,10,US,,2/6/2007,2,2007,0,,2,,1,334,33.75,ARKANSAS RIVER,,910,-91.08333,<CLOB>,POTTSVILLE,5,,,Canada Goose,5,21,7,,2/2/2007,2,2,2007,2,2.67,100888425,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888426,6/27/2005,27,6,2005,E,9.4,7,,Y,E,,10,US,115,9/4/2007,9,2007,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,RUSSELLVILLE,3,,,CANADA GOOSE,5,21,61,,9/3/2007,3,9,2007,3,3.25,100888426,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888429,6/27/2005,27,6,2005,E,30.5,7,,Y,E,,10,US,,10/11/2006,10,2006,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,MORRILTON,3,,,CANADA GOOSE,5,21,61,,10/7/2006,7,10,2006,2,2.33,100888429,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888431,6/27/2005,27,6,2005,E,30.5,7,,Y,E,,10,US,29,1/31/2010,1,2010,0,29,2,,1,350,35.08333,,,924,-92.75,<CLOB>,MORRILTON,5,,,CANADA GOOSE,5,21,61,,1/31/2010,31,1,2010,5,5.58,100888431,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,100888432,6/27/2005,27,6,2005,N,22.9,7,,E,E,,11,US,115,9/3/2014,9,2014,0,0,2,,1,353,35.56853,,,930,-93.13379,<CLOB>,RUSSELLVILLE,5,CUSTOMER STATED HELP WAS THE COUNTY AND IT COULD NOT BE FOUND IN THE LIST.,,CANADA GOOSE,5,21,61,,9/3/2014,3,9,2014,10,10.25,100888432,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888433,6/27/2005,27,6,2005,E,9.4,7,,Y,E,,10,US,,2/5/2007,2,2007,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,RUSSELLVILLE,3,,,CANADA GOOSE,5,21,61,,10/8/2006,8,10,2006,2,2.33,100888433,,N,DB,
2,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888448,6/28/2005,28,6,2005,,0,7,,Y,E,,10,US,71,1/22/2007 14:35,1,2007,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,Lake Dardanelle,5,,,CANADA GOOSE,5,21,62,,1/21/2007,21,1,2007,2,1.58,100888448,,Y,DB,
2,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888450,6/28/2005,28,6,2005,W,57.5,7,,Y,E,,10,US,131,12/30/2007,12,2007,0,,2,,1,352,35.41667,,,941,-94.25,<CLOB>,LAVACA,3,,,CANADA GOOSE,5,21,61,,12/30/2007,30,12,2007,3,2.5,100888450,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,100888451,6/28/2005,28,6,2005,,0,7,,Y,E,,10,US,115,1/18/2010,1,2010,0,115,2,,1,351,35.25,,,931,-93.25,<CLOB>,RUSSELLVILLE,5,,,CANADA GOOSE,5,21,61,,1/18/2010,18,1,2010,5,5.58,100888451,,Y,DB,
